Km30,Km90,Km92.5,Km111,Km135,Km137.5,Km143,Caudal,Obstruccion,Ubicacion,Grado
491.8555219311472,4.932412267407532,5.010470094835831,5.037926526366087,4.960347023518224,4.997372907069688,4.938621232490479,86.4911837774075,Si,92.5,10
498.4451487584152,5.0904171420918525,4.9338811461778995,5.01789210657766,5.013016138791095,5.0378957623003595,4.934628948684668,111.86530008550316,No,Ninguna,0
490.89586217606234,4.900763438922946,4.950227913144701,4.937803727438384,4.9039094156291725,5.06135221986555,5.0350540398660995,80.6706209417082,Si,111,50
508.4021438267326,4.934815495849086,4.97030197709279,4.994123803607555,4.9563501043144145,4.9639673383183665,4.9421152403415975,96.44040061447798,Si,135,10
490.8337455094481,5.070591576767592,4.948085388544896,5.018219924919027,4.921095657979427,5.062447077099364,5.001658215460093,98.86985982915245,No,Ninguna,0
496.8183365360751,4.971707389305645,4.996911957304372,4.920802682026949,4.907994619010699,4.90771741563865,4.909725808760732,141.21057432151298,No,Ninguna,0
503.80386695763247,4.9169133898758925,5.0550125746201,5.077642200199606,4.912755235799713,5.002257345337535,4.95211183415121,127.53412712089084,Si,90,10
492.37183238365014,4.964993416364123,4.989072795582611,4.901505486651287,5.022526664189171,5.074691095597327,5.008256183460737,87.82305863758799,No,Ninguna,0
501.9326272440719,5.077990907360936,5.0257641251754785,5.035495971939137,5.0451782450093425,5.082218754695406,5.078288636468883,130.94836502451855,Si,143,30
497.75766730788195,4.9122246203769055,4.977869064216431,4.967504177119774,4.971601850642698,5.0080236530166005,4.967059888543903,131.6492726366344,Si,90,70
495.7541210500176,4.907813615779097,5.076894381220135,5.074848803663079,4.902903776711498,5.081573868942213,5.058847686984285,91.75693192124014,Si,92.5,30
508.64142421780514,5.00950244085321,5.077845924884188,5.076059751676561,4.948895175962122,5.031826954741741,5.063911260206904,142.98813112676808,Si,135,30
504.8596923538707,5.009310537277486,5.0562385571660275,5.016813048467534,4.928792707640821,5.031481026384927,5.092679283572123,98.65852263084051,No,Ninguna,0
509.10129393499363,5.0141954099918,4.996011180975313,5.079789533894031,5.022730632044049,5.024767124041654,5.021433440223444,112.98586598911675,No,Ninguna,0
508.11401434518217,5.0901276608102926,5.0096186217827805,5.0225553568994155,4.987463405991856,5.007586629864319,5.032301154581913,135.47142868382306,No,Ninguna,0
505.6253632440353,5.049062171193368,4.964407860341656,4.9373005173053235,4.941765679303109,4.914394664169386,4.905876750736656,95.66462282530055,Si,135,30
494.77248754153607,4.989333309270822,5.057576305855558,4.961254194426051,5.080382720351192,5.006978442016279,4.938500135731663,122.8035227131316,No,Ninguna,0
499.8566591364138,5.087055046143018,4.98302955264195,5.022623238747246,5.092999628692559,4.908767210807285,5.069900398465967,102.2264870634737,No,Ninguna,0
504.41090007342245,5.056727844624803,5.081700637639132,4.970737685595091,4.933277718974515,5.060873043170816,5.062091792292604,149.11029228742746,Si,111,70
501.1500005325676,5.069158847451782,4.976934970224924,5.01178718605365,4.941292813910822,4.950817544141804,4.931231452595951,80.4042825553372,Si,137.5,70
497.38584260474556,5.002192916667093,4.987489459647581,4.930075457739227,5.0467498546016625,4.93360575771302,4.962494393016528,115.97368065441543,Si,30,70
500.8220946604563,4.946655680873581,4.9369726148414035,5.090076453377398,4.994691199939754,5.080047451467496,5.038199769252245,119.78160785801947,No,Ninguna,0
506.80350319298503,5.017124342625295,4.981049920033478,4.9638572595382,4.981188002633629,5.023411893368686,5.099806333073927,86.45898673031634,Si,90,10
493.21600701008214,4.962199104690422,5.029783425196322,4.94883437363623,5.030350088664299,5.0541461724426755,4.923316545190881,84.8560954491561,No,Ninguna,0
493.52276107166637,5.014447292729999,5.07559569055211,5.041955946727194,5.073578453441104,5.03033728137615,4.990672280098147,116.0862909197025,Si,90,70
506.6365378615816,5.076523044650726,5.098930956281561,5.086799107624227,4.929352276501575,4.98886241952181,4.99809574488842,131.95321987203369,Si,135,30
496.6220347810295,5.07742127045414,4.9266974331237146,5.0121359649830515,4.938582741609773,5.013094017088099,5.075035491166893,121.13808047061409,Si,137.5,50
505.12942157238314,5.064206025205114,5.0082227428399495,5.0178543534687305,5.021263997222536,4.9485266767078615,5.0409414389342135,143.06991243162818,Si,90,10
491.26117343920623,5.022691043845696,4.984606881876718,4.902516755492709,5.034946814511109,4.989277888029336,4.985255518960687,113.97429042060539,Si,111,50
508.675099800232,4.9901036233323754,4.972723024444105,5.062029126372228,5.065967052133271,4.904303388769946,5.031742817116011,113.01888468017862,Si,137.5,30
494.05725017904973,5.067045055402216,5.0344002934866,5.061172245642665,5.058485479402694,4.917828463824351,4.926722860843367,115.5443471962151,Si,137.5,10
490.08589220917855,4.990036868962424,4.97239407031481,5.030887023131483,4.978618160416227,4.989033890084003,5.054536437075706,128.92710020094367,Si,143,70
490.4556788325476,5.02260940055811,4.99775606196727,5.016736462598317,5.019097624764577,4.92008118984765,5.049130522755052,92.78577904208352,No,Ninguna,0
495.3333189526634,5.038884575720898,5.051448866466176,4.90053300545344,4.986272952283365,4.932043755935313,5.093251516801804,112.21844063993211,Si,90,10
507.93533369439484,5.021875535068496,5.08424439989427,5.034818857688355,5.09085476863401,5.084597982873439,5.030954048526764,92.62921667577677,Si,30,30
499.8108617784534,4.9119752813866,5.023714534159391,4.953384032508144,4.966813173345154,5.0626219428282955,5.082545190373783,89.98929046279362,No,Ninguna,0
498.8092066392805,4.972322135589045,4.940777925698048,5.032342438246017,5.066448867705297,4.9663017080963945,5.0299690423325085,97.29500160723391,No,Ninguna,0
504.810891515087,4.928687430601201,4.919080364198465,5.001205229734162,4.922955296064814,5.054427678816788,5.068888947559314,100.26602662500285,Si,143,70
496.7075744756908,4.957889960118754,4.950224229004703,4.914540760193037,5.070766740958806,5.08490885217965,5.060985542872989,112.37755278996684,No,Ninguna,0
505.0524652754023,4.915953141972686,4.922327512306794,4.981343674852865,4.958259055863496,5.08877226586783,5.061822890427164,136.50743706763825,No,Ninguna,0
495.8504909895385,4.9145065013289235,4.9394839004660405,4.95009058702654,4.923527018460798,5.096189061620419,4.913701870198408,145.54154312910077,Si,92.5,30
490.61425671736157,5.07327716975036,5.019265529626227,5.098617352082501,4.9758600478006985,5.062322345391109,5.089873657752528,95.87933730087299,Si,30,50
507.72896394796607,5.059614259196973,4.988807053308159,4.962949008251738,5.088362581673125,5.083246368258209,4.939427165117965,101.31223792651895,Si,30,70
497.59116322381874,4.9544809562207845,4.91574767841165,5.04909834396997,5.0958417606294715,4.951714411209831,4.996901954996608,99.32173209733726,No,Ninguna,0
495.1763688883709,4.947944710971178,4.975376035669545,4.939217089914609,4.9294511293655745,5.088958543147244,5.048102766170748,132.7494062090794,Si,137.5,10
500.53072964941003,5.012207490998665,4.951436552274482,5.019336843127201,5.030988978236075,5.0176408274339215,5.02669547038106,120.54554605978434,Si,90,50
491.71436038133703,5.008324331499544,4.920839461327078,4.9961684049892305,4.965171740986114,5.0512525432353526,4.988638702256524,108.0952860164711,No,Ninguna,0
507.93547772472874,5.025893827943388,4.972571854965972,5.019135128613954,4.937348926009236,5.050008780681926,4.957264413058232,116.45567949497519,Si,30,70
500.7944441919527,5.077059163071627,4.934448929839034,4.972538072168157,5.09809835144105,4.999232137556885,4.961464287258824,123.44864700403005,No,Ninguna,0
492.14734659335244,5.039932533440365,5.034203165418142,5.0480072080251475,4.925439279268276,5.001708944287634,4.987503931030388,117.27473658115886,Si,111,50
499.97464760371514,4.952218938390955,4.918128732885158,5.095634611084159,5.093450373309481,5.089715895655531,4.99431400197819,116.04896074594586,No,Ninguna,0
507.94420884332226,4.928217238305516,5.0321300946425245,5.0677440842536665,5.027798235414484,5.052468371133867,4.990715114099216,111.66025839845567,No,Ninguna,0
506.96531744675383,4.926411853959371,4.958807912797935,4.904759298553559,4.966526106316718,5.015440585579883,5.009707130166147,127.55314181616224,No,Ninguna,0
501.9906393423794,5.093274865663632,4.9973539860074085,4.978139157919859,5.026137026289134,5.090427089909362,5.07826939858936,116.62191050499936,Si,92.5,30
492.9861021387811,5.030636268217218,4.902692597394776,4.951642251526972,5.0850984538487545,4.942610892845503,4.992160467036579,88.41551298120469,Si,111,70
504.6254097370848,5.057996666610654,4.9132731013955455,4.946617929286674,4.985502082777792,4.944090345975107,5.05463560599694,140.27534704939373,Si,90,70
509.4929462796994,4.941177901728119,5.078655180215577,5.069412969222735,4.955126081521613,5.020839989902519,5.092775328096748,148.09729677920203,No,Ninguna,0
494.6506618197575,4.952975626143219,5.0053451157521796,4.942268746135998,5.0800386717576105,5.03777125596991,4.99045885793948,119.88117985151163,Si,90,70
494.0022901276954,4.9905007926316465,5.086639981403357,5.053542235963084,5.044814619401404,4.948385959655359,4.949164874900717,82.37102055931443,Si,90,50
506.15825160331633,4.991674930002645,5.00978641757144,5.0443260723058,5.067333881737522,5.090122308284398,4.906422858613805,118.19393266588281,Si,137.5,70
499.06963325196784,4.901385062128442,4.992648975695864,5.039874046331568,4.972784506587652,4.916895154759376,5.083954365055249,93.47123732259841,Si,137.5,30
502.2945093371761,4.939340565366078,4.942859353453451,4.949975908758582,4.989309049246585,4.95152080238551,5.058537340796575,145.363512768899,Si,111,50
499.6854711697648,4.924817827444525,4.977520801987052,5.085744782082979,5.0350171196622995,5.024626973727795,4.977845249746953,111.41250206729674,Si,90,70
504.4527957062367,5.029258782543207,4.952896228920591,5.083701680797562,4.988546057984915,5.060743703511763,4.968020931668989,148.56308103972907,Si,137.5,50
497.64013747992817,4.922782000780225,4.958636268857949,5.039541405471804,5.020740495013731,4.959761158117233,5.023476973708993,111.83785214252218,No,Ninguna,0
494.4356120814036,5.04058608167939,4.9963853645570335,4.943662991568693,4.9408182912208805,5.0542824402946644,5.002287804099694,137.70013525467215,Si,137.5,30
507.81580414062955,4.981079011901202,5.0580778769804,5.010263715427587,5.013975751500304,5.045196680876239,5.035799373436984,147.81738802444883,Si,143,30
501.0730464509094,4.997774779844452,5.0395440795446405,4.953453576401277,5.087099042920295,5.080561341526957,4.993516101988499,97.90819826236091,Si,30,10
504.95582130027185,5.080557239442732,5.048837773344061,5.021415117044532,4.989618169666753,4.949009485425589,5.037384634806068,97.71739626314863,Si,111,30
490.7297264724025,4.988625262178072,5.019529749240603,4.949595034427725,4.951184315211029,5.020884324169286,4.917581508434649,110.26940785375183,Si,30,50
508.5076382117893,5.054889211055426,4.967764368416166,5.0036000319863385,5.044462878252886,4.927713813635169,5.056075704244376,111.5424002458502,Si,90,50
502.8071868738982,4.974914017813746,5.0448093931498885,5.012178207429803,5.064807736193451,4.934452700644684,5.078396353210845,128.206513290263,No,Ninguna,0
504.4272864196366,5.003169675875531,4.97271142161736,5.030584165937736,5.092439151459052,4.915498064003441,4.957518409054298,93.251097872774,Si,111,70
493.64430916241366,4.976838190790306,5.096591126130258,5.052535665228001,4.942863841566332,5.056128198516574,5.050555272173354,87.23387203514542,Si,143,30
496.41862013961145,4.952900106431262,4.960813809587153,5.063434425093804,4.948673802658318,5.010925483019964,4.948132310787116,109.20893959748234,Si,92.5,50
505.61965533537,4.978241876635834,4.973860099002095,5.063770038474062,5.094803552620128,5.047827976897055,5.020932110774476,96.6398316669598,Si,92.5,30
494.1073608495816,5.02899481735789,4.99012679147147,5.021292943696859,4.94423455329056,5.007455459283436,4.948177247996803,97.26647746258368,Si,30,10
493.32023901995206,5.010711719641238,4.985192741489015,4.970983669503956,5.023690612593602,4.9057340577945165,5.067361590375604,141.93758649276498,No,Ninguna,0
507.12104872691975,5.048947544584272,5.086044306349468,4.977304218323407,4.977120041922597,5.028885098750174,5.096196538110049,140.24298911923657,Si,143,70
495.3144642530915,5.057753133064063,4.909477952031622,5.065266422722526,5.047653885055771,4.9846117898816775,4.970545950112401,145.73498505204714,No,Ninguna,0
499.52509054035755,5.069778966402259,4.916143672056772,4.907656377108563,4.9315149659456035,5.06020303650352,4.962916157311384,107.18333255520459,Si,143,30
499.5467415270229,4.91016956450704,5.023227399629852,4.9763279879851865,4.926610291669407,5.095840130930967,5.002436684135815,85.29392085612864,Si,143,30
494.0636795468956,5.0444251847483095,4.930245606372139,5.083706840836297,5.027108417939754,4.96244930136358,5.085002478587153,146.07605743693048,No,Ninguna,0
493.6765408956797,5.024655467284413,5.0342507876313505,5.021162324652268,5.075228266390871,5.047230708001708,5.0613224407108675,82.47884039687852,Si,92.5,50
494.44418529393016,5.076945922692382,4.92052365531645,5.016262551695426,4.9229714064908645,4.951159225633317,5.0848818586567575,90.63854438524345,No,Ninguna,0
504.0225580780029,5.07032886034713,4.928895675416895,5.060190545661642,4.95345364836238,5.033568643472938,5.018012918884548,131.2121176977048,Si,137.5,50
490.6754186997893,5.079121267003924,5.05442016022645,5.0879832772554,5.056403951812742,5.080524397575745,5.007925952487482,134.48939861767872,No,Ninguna,0
498.0932603395186,4.994056352607026,5.0095824094641195,5.086843835065064,4.905908273104199,4.98067087426589,4.915941286543579,148.7238605668437,Si,111,50
506.43360505770323,4.908168628172441,4.923194368336388,5.055727639438576,4.959892057408087,4.923233655398379,4.906591301307922,126.74787248236048,Si,143,30
